x1,x2,x3,x4,x5,x6,x7,signal
0.6641139180453608,0.10110654955527376,0.1504577481030862,0.07771478792955,0.6319459262855283,0.6471754957444581,0.828379607907478,0.0
0.11125622820660641,0.9490643046136622,0.6611198712507128,0.13805006354064364,0.4169492951688547,0.883108910030476,0.43569157787965185,0.0
0.8529975605200574,0.9627140334167943,0.6803927665333884,0.7886400526147739,0.7199873104192226,0.5604965716639355,0.041738178632548806,1.0
0.27741094696590596,0.2960124715562459,0.38226946785614047,0.4237247355855793,0.2700385936749379,0.3242375085895808,0.7596691572223011,1.0
0.26677441706420324,0.12564452800658943,0.7584031898650413,0.5340746232640339,0.9785983163413521,0.02039427036128716,0.4133341412169991,1.0
0.6321434279431959,0.13337412919397407,0.14185376925951132,0.36840400820260555,0.09128486871806574,0.6719309520385222,0.8388802890513852,1.0
0.2454113553237407,0.5347009149496275,0.3042707393562927,0.6570510949999084,0.5302477183411538,0.5496813342645831,0.7368338852906545,1.0
0.06101013943671507,0.25631716290468953,0.4110238083191716,0.5686863870997343,0.3030575914326621,0.6160818149927141,0.2723908003879081,1.0
0.3584401186382773,0.9962947785059273,0.31093733635500886,0.16548482238618312,0.8785229723444621,0.49095422015429613,0.9008417472849264,0.0
0.8972495576634754,0.4122728712990421,0.23745163318981088,0.4075996208034526,0.9379731264048774,0.3959096792313701,0.6983658832644392,0.0
0.21875530918812047,0.950513154189408,0.7346622612043289,0.9355014098797644,0.1724198809769406,0.9793896773406585,0.3783377281186363,1.0
0.3766208773382953,0.9052569675871315,0.39204435177601515,0.19493161433972173,0.042093932657208843,0.804950833779397,0.22280043025866214,0.0
0.17827268870716007,0.2608629954735865,0.7321638180347853,0.4377285482790152,0.7462975611768786,0.26480262100605123,0.5372034072987983,0.0
0.5850335819267265,0.4911131976532568,0.44950704294430543,0.3409567222881116,0.9323994710042073,0.9211988004710301,0.3460563623475472,0.0
0.620349207661948,0.857252475579048,0.07883112713711471,0.6540812219598557,0.9811235797969972,0.7504025261376689,0.24944360418962586,1.0
0.14592688061004477,0.6097606687866143,0.920989587164326,0.2519924609626889,0.49189253048016834,0.3701825947898554,0.09085621655535459,1.0
0.2846032657897072,0.03237874566372423,0.6682838697789929,0.9066828173927673,0.851280162005937,0.08545560339693581,0.4651304099699992,0.0
0.8490008190604572,0.9109106817301407,0.43351604608730354,0.5311268988830968,0.7615213842540715,0.006759051399241711,0.04487124172664947,1.0
